Cycle,OpSet1,OpSet2,OpSet3,SensorMeasure1,SensorMeasure2,SensorMeasure3,SensorMeasure4,SensorMeasure5,SensorMeasure6,SensorMeasure7,SensorMeasure8,SensorMeasure9,SensorMeasure10,SensorMeasure11,SensorMeasure12,SensorMeasure13,SensorMeasure14,SensorMeasure15,SensorMeasure16,SensorMeasure17,SensorMeasure18,SensorMeasure19,SensorMeasure20,SensorMeasure21,labels
263,-0.0043,0.0004,100.0,518.67,643.04,1596.3,1418.12,14.62,21.61,563.56,2388.39,9093.54,1.31,47.74,531.28,2388.34,8171.15,8.2694,0.03,395,2388,100.0,39.59,23.7288,2
264,-0.0042,-0.0002,100.0,518.67,643.16,1599.87,1412.32,14.62,21.6,563.44,2388.38,9091.84,1.31,47.83,530.87,2388.36,8164.67,8.2901,0.03,393,2388,100.0,39.44,23.6364,2
265,-0.0026,0.0004,100.0,518.67,642.54,1593.08,1415.18,14.62,21.61,564.41,2388.35,9099.88,1.31,47.66,531.27,2388.38,8169.63,8.261,0.03,395,2388,100.0,39.42,23.6612,2
266,-0.0002,0.0002,100.0,518.67,642.75,1588.77,1414.57,14.62,21.61,564.48,2388.35,9093.27,1.31,47.81,531.0,2388.33,8169.42,8.2957,0.03,395,2388,100.0,39.28,23.5928,2
267,0.0021,-0.0004,100.0,518.67,642.85,1592.69,1413.75,14.62,21.6,563.04,2388.32,9098.33,1.31,47.73,530.97,2388.31,8170.0,8.2983,0.03,394,2388,100.0,39.37,23.631,2
268,0.0,0.0,100.0,518.67,642.66,1595.65,1413.74,14.62,21.61,564.11,2388.32,9102.74,1.31,47.9,531.22,2388.35,8170.35,8.3041,0.03,397,2388,100.0,39.37,23.7554,2
269,0.0031,0.0001,100.0,518.67,642.72,1589.7,1416.56,14.62,21.61,563.56,2388.33,9096.47,1.31,47.89,531.7,2388.39,8178.0,8.3249,0.03,394,2388,100.0,39.51,23.5812,2
270,-0.0015,0.0005,100.0,518.67,642.6,1590.85,1417.53,14.62,21.6,564.29,2388.4,9095.57,1.31,47.72,532.13,2388.37,8172.63,8.3021,0.03,394,2388,100.0,39.68,23.75,2
271,0.0002,-0.0001,100.0,518.67,642.91,1599.01,1414.97,14.62,21.61,564.68,2388.39,9094.86,1.31,47.88,531.66,2388.3,8172.87,8.2779,0.03,394,2388,100.0,39.5,23.7146,2
272,0.0005,0.0004,100.0,518.67,642.77,1593.58,1417.97,14.62,21.61,564.8,2388.41,9101.33,1.31,47.78,532.64,2388.37,8178.66,8.2774,0.03,394,2388,100.0,39.33,23.7649,2
273,-0.0028,-0.0004,100.0,518.67,642.92,1598.68,1418.66,14.62,21.6,564.73,2388.38,9099.49,1.31,47.88,531.64,2388.36,8173.98,8.2842,0.03,396,2388,100.0,39.31,23.6694,2
274,0.0033,0.0004,100.0,518.67,642.78,1596.34,1421.52,14.62,21.61,565.5,2388.4,9098.45,1.31,47.74,532.43,2388.41,8176.65,8.3003,0.03,394,2388,100.0,39.5,23.597,2
275,-0.0055,0.0,100.0,518.67,642.73,1594.79,1415.6,14.62,21.61,565.02,2388.43,9113.02,1.31,47.96,531.86,2388.38,8176.03,8.2606,0.03,395,2388,100.0,39.65,23.7421,2
276,-0.0021,0.0001,100.0,518.67,642.69,1594.69,1413.94,14.62,21.61,564.79,2388.43,9104.07,1.31,47.91,532.87,2388.43,8176.24,8.2377,0.03,395,2388,100.0,39.35,23.6965,2
277,-0.0005,-0.0002,100.0,518.67,642.72,1594.86,1417.79,14.62,21.61,565.81,2388.45,9106.14,1.31,47.83,532.44,2388.37,8179.55,8.2878,0.03,396,2388,100.0,39.66,23.7317,2
278,0.0011,0.0004,100.0,518.67,642.65,1593.85,1410.61,14.62,21.61,565.92,2388.39,9108.84,1.31,48.05,533.04,2388.44,8171.42,8.2642,0.03,394,2388,100.0,39.46,23.7109,2
279,-0.0054,0.0003,100.0,518.67,642.95,1592.17,1411.01,14.62,21.6,565.43,2388.41,9106.24,1.31,48.05,533.24,2388.45,8175.83,8.2662,0.03,396,2388,100.0,39.38,23.8433,2
280,0.0015,0.0004,100.0,518.67,643.19,1593.54,1420.31,14.62,21.6,565.93,2388.39,9103.71,1.31,48.08,533.19,2388.44,8176.48,8.2986,0.03,396,2388,100.0,39.64,23.7383,2
281,-0.0036,-0.0001,100.0,518.67,642.75,1592.39,1421.0,14.62,21.61,566.53,2388.47,9109.24,1.31,47.99,533.15,2388.41,8173.63,8.2395,0.03,395,2388,100.0,39.53,23.7153,2
282,-0.0041,-0.0004,100.0,518.67,643.19,1594.69,1416.34,14.62,21.61,567.15,2388.48,9103.34,1.31,47.91,533.72,2388.46,8179.9,8.2526,0.03,397,2388,100.0,39.62,23.7966,2
283,-0.0049,-0.0001,100.0,518.67,642.69,1598.75,1417.0,14.62,21.61,566.34,2388.45,9110.5,1.31,47.84,533.66,2388.42,8182.24,8.2659,0.03,396,2388,100.0,39.55,23.6104,2
284,-0.0005,0.0002,100.0,518.67,643.27,1607.07,1414.4,14.62,21.61,566.9,2388.43,9101.99,1.31,47.97,532.92,2388.44,8178.25,8.281,0.03,395,2388,100.0,39.46,23.6531,2
285,-0.0041,-0.0003,100.0,518.67,642.83,1607.09,1425.62,14.62,21.61,566.27,2388.45,9114.8,1.32,48.02,533.75,2388.43,8184.25,8.2667,0.03,395,2388,100.0,39.23,23.7857,2
286,-0.0015,-0.0001,100.0,518.67,643.05,1593.46,1413.79,14.62,21.61,566.26,2388.49,9109.89,1.31,48.02,534.15,2388.42,8182.38,8.2708,0.03,396,2388,100.0,39.58,23.5899,2
287,0.002,0.0,100.0,518.67,643.15,1604.83,1421.36,14.62,21.61,566.71,2388.46,9111.3,1.31,48.1,534.22,2388.47,8185.62,8.2899,0.03,395,2388,100.0,39.66,23.6763,2
288,0.001,-0.0005,100.0,518.67,643.31,1599.94,1413.52,14.62,21.61,567.79,2388.5,9107.75,1.31,48.0,534.16,2388.41,8179.7,8.2416,0.03,396,2388,100.0,39.54,23.6854,2
289,-0.0006,-0.0001,100.0,518.67,643.22,1600.17,1417.74,14.62,21.61,568.61,2388.49,9115.27,1.31,48.02,534.52,2388.54,8179.64,8.2299,0.03,396,2388,100.0,39.61,23.6593,2
290,-0.001,-0.0,100.0,518.67,643.02,1602.54,1424.29,14.62,21.61,567.35,2388.49,9114.44,1.31,48.0,535.22,2388.49,8182.34,8.2316,0.03,396,2388,100.0,39.64,23.8738,2
291,0.0004,0.0002,100.0,518.67,643.62,1602.0,1432.64,14.62,21.61,567.87,2388.55,9112.56,1.32,48.02,535.6,2388.52,8188.26,8.2219,0.03,396,2388,100.0,39.58,23.6998,2
292,-0.0019,0.0005,100.0,518.67,643.02,1599.32,1424.26,14.62,21.61,568.16,2388.53,9116.25,1.31,48.05,535.37,2388.49,8186.15,8.2168,0.03,396,2388,100.0,39.47,23.7313,2
293,0.0037,0.0003,100.0,518.67,643.24,1598.29,1419.26,14.62,21.61,568.24,2388.47,9119.88,1.32,48.14,534.74,2388.53,8191.65,8.239,0.03,396,2388,100.0,39.76,23.7628,2
294,0.0008,-0.0002,100.0,518.67,643.55,1603.26,1428.33,14.62,21.61,568.43,2388.54,9114.8,1.32,48.11,536.32,2388.5,8194.54,8.2499,0.03,395,2388,100.0,39.74,23.8302,2
295,0.0021,0.0002,100.0,518.67,643.56,1598.02,1431.74,14.62,21.61,568.88,2388.49,9122.43,1.32,48.1,536.04,2388.51,8192.33,8.2427,0.03,396,2388,100.0,39.51,23.7511,2
296,-0.0016,-0.0001,100.0,518.67,643.19,1602.24,1421.14,14.62,21.61,568.82,2388.57,9126.16,1.32,48.15,536.36,2388.53,8187.32,8.2427,0.03,397,2388,100.0,39.54,23.8785,2
297,-0.0039,-0.0004,100.0,518.67,643.06,1601.75,1426.39,14.62,21.61,568.86,2388.53,9121.35,1.32,48.18,536.43,2388.54,8189.53,8.2605,0.03,396,2388,100.0,39.74,23.8777,2
298,0.0032,-0.0004,100.0,518.67,643.07,1599.85,1422.64,14.62,21.61,569.21,2388.58,9113.69,1.32,48.2,536.7,2388.53,8191.06,8.2303,0.03,394,2388,100.0,39.76,23.827,2
299,-0.0,0.0002,100.0,518.67,643.59,1612.73,1423.7,14.62,21.61,569.45,2388.55,9125.62,1.32,48.11,536.55,2388.58,8189.16,8.2563,0.03,397,2388,100.0,39.5,23.8592,2
1,0.0014,0.0003,100.0,518.67,641.61,1576.3,1391.32,14.62,21.59,553.07,2387.95,9043.89,1.3,47.02,521.29,2387.95,8129.32,8.408,0.03,392,2388,100.0,39.1,23.4199,0
2,0.0011,0.0002,100.0,518.67,641.57,1578.78,1398.87,14.62,21.58,554.04,2387.94,9044.93,1.3,47.06,520.66,2387.91,8130.84,8.3943,0.03,390,2388,100.0,38.98,23.3986,0
3,-0.0008,0.0005,100.0,518.67,641.24,1585.72,1397.95,14.62,21.59,554.22,2387.95,9039.37,1.3,46.97,521.25,2388.07,8138.21,8.4062,0.03,391,2388,100.0,39.13,23.4181,0
4,-0.0024,0.0004,100.0,518.67,641.97,1585.93,1386.84,14.62,21.59,554.58,2387.98,9045.62,1.3,46.9,521.21,2387.96,8136.04,8.4071,0.03,390,2388,100.0,39.11,23.3802,0
5,0.0004,0.0001,100.0,518.67,641.56,1583.0,1393.11,14.62,21.59,553.91,2387.88,9042.5,1.3,47.13,520.88,2387.95,8135.49,8.4128,0.03,391,2388,100.0,39.16,23.5032,0
6,-0.0005,-0.0001,100.0,518.67,642.56,1580.33,1394.13,14.62,21.59,552.97,2387.9,9056.64,1.3,47.24,521.2,2387.95,8133.7,8.3506,0.03,390,2388,100.0,39.03,23.3647,0
7,0.0019,0.0005,100.0,518.67,642.58,1582.46,1399.84,14.62,21.59,552.67,2387.99,9047.16,1.3,47.19,521.71,2387.95,8136.22,8.372,0.03,390,2388,100.0,38.95,23.4102,0
8,0.0012,-0.0001,100.0,518.67,642.01,1581.2,1395.86,14.62,21.59,553.19,2387.99,9046.18,1.3,47.03,521.58,2387.99,8129.35,8.3965,0.03,392,2388,100.0,39.01,23.3841,0
9,0.0031,-0.0,100.0,518.67,642.6,1580.79,1403.34,14.62,21.59,553.08,2387.96,9041.59,1.3,47.01,521.28,2387.94,8128.1,8.4135,0.03,391,2388,100.0,39.04,23.4313,0
10,-0.0044,0.0,100.0,518.67,641.68,1581.47,1391.12,14.62,21.59,553.22,2387.93,9049.33,1.3,47.01,520.96,2387.94,8129.78,8.3893,0.03,389,2388,100.0,38.93,23.3882,0
11,-0.0007,-0.0003,100.0,518.67,641.79,1583.69,1391.74,14.62,21.59,552.83,2387.98,9043.49,1.3,47.21,521.89,2387.92,8130.97,8.3938,0.03,391,2388,100.0,38.86,23.3377,0
12,0.0022,-0.0003,100.0,518.67,642.17,1580.18,1387.33,14.62,21.59,553.83,2387.94,9042.31,1.3,47.02,521.27,2387.96,8134.18,8.3962,0.03,392,2388,100.0,38.97,23.3567,0
13,-0.0032,0.0004,100.0,518.67,642.16,1577.7,1393.44,14.62,21.58,552.79,2387.97,9044.66,1.3,47.03,521.44,2387.97,8134.47,8.3728,0.03,391,2388,100.0,38.97,23.3826,0
14,0.0026,-0.0,100.0,518.67,641.61,1584.39,1398.05,14.62,21.59,553.55,2387.94,9043.38,1.3,47.0,521.36,2387.97,8128.09,8.4202,0.03,390,2388,100.0,38.98,23.4374,0
15,-0.0024,-0.0004,100.0,518.67,641.98,1576.06,1400.08,14.62,21.59,553.32,2387.96,9051.42,1.3,47.21,521.24,2387.99,8135.14,8.4455,0.03,390,2388,100.0,38.95,23.4655,0
16,0.0016,0.0002,100.0,518.67,642.12,1577.78,1390.61,14.62,21.58,553.23,2387.98,9050.45,1.3,46.86,521.19,2387.94,8138.03,8.3913,0.03,390,2388,100.0,39.0,23.4175,0
17,-0.0019,-0.0,100.0,518.67,641.77,1584.34,1393.86,14.62,21.59,553.34,2387.92,9049.62,1.3,47.03,521.43,2387.94,8136.02,8.3683,0.03,389,2388,100.0,38.82,23.4405,0
18,0.0023,-0.0004,100.0,518.67,641.64,1579.85,1392.47,14.62,21.59,554.19,2388.02,9048.36,1.3,47.14,521.66,2387.99,8135.21,8.387,0.03,390,2388,100.0,39.08,23.3981,0
19,-0.0006,0.0,100.0,518.67,641.32,1578.19,1395.58,14.62,21.59,552.64,2387.93,9047.04,1.3,47.18,521.32,2387.96,8140.61,8.3744,0.03,389,2388,100.0,39.09,23.3763,0
20,-0.0024,0.0005,100.0,518.67,641.7,1576.5,1392.1,14.62,21.58,553.4,2387.95,9049.98,1.3,47.17,521.22,2387.88,8137.38,8.4171,0.03,390,2388,100.0,38.91,23.3194,0
21,0.0012,0.0004,100.0,518.67,641.98,1577.71,1392.84,14.62,21.59,553.67,2387.93,9047.1,1.3,47.16,521.77,2387.96,8132.43,8.3749,0.03,391,2388,100.0,38.9,23.4156,0
22,-0.0001,0.0002,100.0,518.67,641.87,1578.9,1392.06,14.62,21.59,553.29,2387.95,9045.12,1.3,47.07,520.97,2387.96,8129.62,8.3973,0.03,390,2388,100.0,38.72,23.3502,0
23,-0.0003,-0.0004,100.0,518.67,641.91,1579.7,1398.56,14.62,21.59,554.17,2387.93,9050.65,1.3,46.95,521.96,2387.98,8140.77,8.3916,0.03,391,2388,100.0,39.25,23.3545,0
24,-0.0008,0.0003,100.0,518.67,641.91,1577.41,1391.24,14.62,21.59,552.93,2387.98,9048.61,1.3,46.98,520.93,2387.97,8129.71,8.4064,0.03,393,2388,100.0,38.82,23.411,0
25,0.0002,-0.0001,100.0,518.67,642.05,1583.01,1394.25,14.62,21.59,553.84,2387.96,9052.24,1.3,46.96,521.7,2388.06,8137.13,8.3993,0.03,392,2388,100.0,38.91,23.4547,0
26,0.0039,0.0002,100.0,518.67,642.02,1580.7,1393.41,14.62,21.59,553.98,2387.96,9039.08,1.3,47.01,520.66,2387.87,8135.38,8.416,0.03,390,2388,100.0,38.94,23.3902,0
27,-0.0007,-0.0004,100.0,518.67,641.92,1581.84,1396.77,14.62,21.59,553.46,2387.96,9047.07,1.3,47.02,522.45,2387.94,8140.28,8.3852,0.03,390,2388,100.0,39.02,23.4476,0
28,-0.0019,0.0004,100.0,518.67,641.63,1582.99,1391.02,14.62,21.59,554.26,2387.93,9046.39,1.3,46.97,522.52,2387.98,8133.76,8.3878,0.03,390,2388,100.0,38.96,23.4261,0
29,0.001,0.0001,100.0,518.67,641.79,1586.95,1393.57,14.62,21.58,553.61,2387.93,9045.51,1.3,47.15,521.38,2387.95,8123.17,8.4226,0.03,391,2388,100.0,38.98,23.4909,0
30,-0.0003,-0.0002,100.0,518.67,642.37,1579.84,1386.66,14.62,21.58,553.31,2387.98,9049.74,1.3,46.95,521.08,2387.87,8132.87,8.369,0.03,392,2388,100.0,39.0,23.3996,0
31,-0.0002,-0.0004,100.0,518.67,641.93,1583.07,1395.22,14.62,21.59,553.18,2387.96,9046.12,1.3,47.05,521.61,2387.99,8134.05,8.3962,0.03,391,2388,100.0,39.2,23.3883,0
32,-0.0042,-0.0004,100.0,518.67,641.3,1580.75,1390.07,14.62,21.59,554.0,2388.01,9050.06,1.3,47.08,521.49,2387.94,8133.67,8.4137,0.03,390,2388,100.0,38.97,23.4197,0
33,-0.001,0.0,100.0,518.67,642.12,1586.43,1382.75,14.62,21.59,552.74,2387.97,9054.76,1.3,46.89,521.53,2387.94,8136.29,8.4069,0.03,390,2388,100.0,38.96,23.3783,0
34,-0.0017,0.0002,100.0,518.67,641.91,1582.58,1399.23,14.62,21.59,553.63,2387.95,9046.77,1.3,46.96,521.26,2387.93,8132.31,8.4052,0.03,392,2388,100.0,39.11,23.3549,0
35,-0.0007,-0.0001,100.0,518.67,641.84,1579.65,1392.78,14.62,21.59,553.6,2387.96,9046.8,1.3,46.94,520.73,2387.9,8138.76,8.3708,0.03,391,2388,100.0,39.02,23.427,0
36,0.0007,-0.0004,100.0,518.67,641.59,1581.89,1393.17,14.62,21.58,552.46,2387.92,9050.04,1.3,46.95,520.76,2387.91,8129.97,8.3774,0.03,392,2388,100.0,38.94,23.3279,0
37,-0.0035,0.0004,100.0,518.67,641.68,1589.05,1400.71,14.62,21.59,553.6,2387.95,9048.63,1.3,47.1,521.89,2388.02,8135.05,8.4047,0.03,390,2388,100.0,39.02,23.38,0
38,0.0055,-0.0004,100.0,518.67,641.33,1580.06,1395.19,14.62,21.58,553.14,2387.93,9044.07,1.3,47.14,520.49,2387.9,8130.0,8.3839,0.03,390,2388,100.0,39.04,23.462,0
39,-0.0044,-0.0,100.0,518.67,641.54,1586.06,1395.39,14.62,21.58,553.19,2387.96,9056.83,1.3,47.05,521.39,2387.98,8133.05,8.3935,0.03,390,2388,100.0,39.12,23.4056,0
40,0.0005,-0.0002,100.0,518.67,641.82,1592.82,1390.91,14.62,21.59,554.38,2387.96,9044.35,1.3,47.07,521.57,2387.95,8135.26,8.3774,0.03,389,2388,100.0,39.0,23.4966,0
41,-0.0004,-0.0004,100.0,518.67,641.91,1590.24,1389.47,14.62,21.58,553.05,2387.99,9051.66,1.3,47.13,521.54,2387.95,8140.96,8.4202,0.03,391,2388,100.0,39.02,23.3873,0
42,0.001,0.0003,100.0,518.67,642.74,1580.84,1394.9,14.62,21.58,552.66,2387.88,9038.69,1.3,47.17,521.26,2387.87,8134.71,8.3942,0.03,392,2388,100.0,39.02,23.4829,0
43,-0.0002,0.0005,100.0,518.67,641.53,1577.37,1398.0,14.62,21.59,553.49,2387.91,9050.99,1.3,47.07,521.46,2387.94,8128.32,8.3972,0.03,391,2388,100.0,39.11,23.4201,0
44,-0.0018,-0.0001,100.0,518.67,641.7,1583.15,1389.61,14.62,21.59,554.53,2387.99,9050.67,1.3,47.21,521.79,2387.93,8140.21,8.3522,0.03,391,2388,100.0,39.21,23.3555,0
45,0.0025,-0.0003,100.0,518.67,642.37,1588.43,1389.01,14.62,21.59,553.52,2387.96,9060.94,1.3,47.16,521.76,2387.99,8134.66,8.3993,0.03,391,2388,100.0,39.02,23.4525,0
46,-0.0019,-0.0004,100.0,518.67,641.93,1584.65,1398.54,14.62,21.59,554.46,2387.95,9053.73,1.3,46.93,521.95,2387.95,8133.43,8.3853,0.03,390,2388,100.0,38.95,23.4652,0
47,0.0013,0.0003,100.0,518.67,641.49,1595.9,1392.36,14.62,21.59,553.2,2388.02,9047.04,1.3,47.18,521.78,2387.95,8137.15,8.3966,0.03,390,2388,100.0,38.94,23.4758,0
48,0.0019,0.0003,100.0,518.67,641.64,1581.98,1396.71,14.62,21.59,553.68,2387.99,9051.29,1.3,47.16,521.28,2387.95,8134.88,8.4117,0.03,390,2388,100.0,38.92,23.3298,0
49,-0.0036,-0.0002,100.0,518.67,641.86,1585.6,1390.05,14.62,21.58,552.87,2387.95,9050.38,1.3,46.95,521.39,2387.97,8136.52,8.3726,0.03,390,2388,100.0,39.05,23.3298,0
50,0.0012,0.0004,100.0,518.67,641.89,1585.21,1396.48,14.62,21.58,553.09,2387.92,9049.92,1.3,47.05,521.35,2387.94,8129.76,8.4024,0.03,391,2388,100.0,38.89,23.3571,0
51,0.001,0.0002,100.0,518.67,642.08,1587.65,1389.98,14.62,21.58,554.11,2387.93,9049.22,1.3,47.07,521.47,2387.99,8133.03,8.4161,0.03,391,2388,100.0,38.88,23.3763,0
52,-0.0017,-0.0001,100.0,518.67,642.05,1579.13,1389.64,14.62,21.59,553.08,2387.92,9056.62,1.3,47.23,521.88,2387.97,8132.84,8.3753,0.03,392,2388,100.0,39.04,23.4224,0
53,-0.0032,0.0002,100.0,518.67,642.54,1577.92,1389.16,14.62,21.58,553.12,2387.91,9048.68,1.3,46.94,521.11,2387.9,8135.76,8.3914,0.03,391,2388,100.0,39.09,23.3516,0
54,-0.001,-0.0001,100.0,518.67,642.06,1584.09,1396.02,14.62,21.59,553.7,2387.97,9049.63,1.3,47.19,521.6,2387.92,8132.11,8.3849,0.03,392,2388,100.0,39.06,23.3342,0
55,0.0032,-0.0001,100.0,518.67,642.24,1582.29,1394.15,14.62,21.58,552.34,2387.99,9047.92,1.3,47.04,521.54,2387.93,8134.91,8.4005,0.03,390,2388,100.0,38.86,23.4586,0
56,-0.001,-0.0004,100.0,518.67,641.48,1585.49,1392.68,14.62,21.58,553.74,2387.96,9049.09,1.3,46.99,521.01,2387.93,8133.6,8.3797,0.03,390,2388,100.0,39.04,23.3885,0
57,-0.0028,0.0004,100.0,518.67,641.81,1583.4,1392.86,14.62,21.58,553.62,2387.94,9047.42,1.3,47.06,521.53,2387.91,8131.12,8.3675,0.03,391,2388,100.0,39.13,23.4354,0
58,-0.0012,0.0004,100.0,518.67,642.13,1583.38,1399.33,14.62,21.59,553.67,2387.97,9051.35,1.3,46.86,521.27,2388.02,8134.44,8.3842,0.03,392,2388,100.0,38.97,23.3372,0
59,0.0014,-0.0003,100.0,518.67,641.77,1584.92,1395.26,14.62,21.59,553.72,2387.98,9050.47,1.3,47.15,522.22,2387.95,8137.97,8.3725,0.03,391,2388,100.0,38.91,23.3604,0
60,-0.0014,-0.0001,100.0,518.67,642.14,1579.99,1389.08,14.62,21.58,553.12,2387.96,9046.94,1.3,47.07,521.28,2387.89,8128.71,8.3408,0.03,390,2388,100.0,38.81,23.4234,0
61,-0.0021,0.0004,100.0,518.67,642.22,1577.12,1396.65,14.62,21.59,553.29,2387.92,9052.25,1.3,47.17,520.71,2387.94,8131.44,8.394,0.03,391,2388,100.0,39.12,23.4041,0
62,0.0031,-0.0002,100.0,518.67,641.98,1586.02,1398.07,14.62,21.58,554.12,2387.96,9045.32,1.3,47.19,521.76,2387.97,8136.74,8.3992,0.03,391,2388,100.0,39.07,23.4285,0
63,0.0008,-0.0001,100.0,518.67,641.63,1579.08,1396.34,14.62,21.58,553.66,2388.01,9047.45,1.3,47.33,522.31,2387.95,8139.59,8.3855,0.03,391,2388,100.0,38.84,23.3754,0
64,0.0004,-0.0001,100.0,518.67,641.59,1578.71,1395.42,14.62,21.59,554.26,2387.98,9055.99,1.3,47.05,522.39,2387.94,8136.18,8.4052,0.03,390,2388,100.0,38.9,23.4447,0
65,-0.0023,-0.0003,100.0,518.67,642.04,1578.25,1396.1,14.62,21.59,554.3,2387.95,9052.27,1.3,46.92,522.07,2387.98,8133.94,8.3689,0.03,390,2388,100.0,39.06,23.3961,0
66,-0.0018,-0.0003,100.0,518.67,641.89,1584.8,1391.03,14.62,21.59,553.57,2387.98,9054.39,1.3,47.29,521.76,2387.98,8134.01,8.4043,0.03,393,2388,100.0,39.0,23.4012,0
67,-0.0004,0.0005,100.0,518.67,642.26,1580.88,1392.38,14.62,21.59,554.12,2388.0,9048.45,1.3,47.12,521.62,2387.98,8135.87,8.4086,0.03,391,2388,100.0,38.84,23.4934,0
68,0.0017,0.0,100.0,518.67,642.11,1580.68,1390.59,14.62,21.59,553.04,2387.99,9048.48,1.3,47.19,521.46,2388.0,8138.07,8.3885,0.03,390,2388,100.0,38.92,23.3067,0
69,0.0005,-0.0002,100.0,518.67,642.46,1585.22,1397.85,14.62,21.58,553.9,2387.96,9059.54,1.3,47.06,521.62,2387.92,8135.87,8.3933,0.03,390,2388,100.0,39.1,23.4453,0
70,-0.0013,0.0005,100.0,518.67,642.23,1581.94,1391.12,14.62,21.58,553.37,2387.93,9045.25,1.3,47.02,521.32,2387.93,8129.67,8.3832,0.03,390,2388,100.0,38.9,23.5404,0
71,-0.0018,-0.0002,100.0,518.67,642.18,1586.42,1399.98,14.62,21.58,553.42,2387.94,9048.26,1.3,46.92,521.82,2388.0,8134.39,8.3984,0.03,391,2388,100.0,39.23,23.357,0
72,-0.0006,-0.0003,100.0,518.67,642.14,1585.52,1397.47,14.62,21.58,554.37,2388.0,9050.07,1.3,47.1,521.8,2387.96,8135.98,8.3829,0.03,390,2388,100.0,39.02,23.3728,0
73,-0.0019,0.0001,100.0,518.67,641.89,1589.5,1392.34,14.62,21.58,554.12,2387.95,9049.83,1.3,47.2,521.69,2388.0,8134.98,8.3979,0.03,390,2388,100.0,39.2,23.3753,0
74,0.0005,0.0005,100.0,518.67,641.89,1580.24,1391.71,14.62,21.59,553.81,2387.98,9047.65,1.3,47.12,522.27,2387.98,8136.85,8.3659,0.03,391,2388,100.0,39.08,23.5109,0
75,0.0011,-0.0001,100.0,518.67,642.36,1582.16,1389.38,14.62,21.59,554.33,2387.95,9049.76,1.3,47.07,522.24,2387.99,8136.55,8.3821,0.03,388,2388,100.0,39.02,23.4828,0
76,-0.0051,0.0004,100.0,518.67,641.79,1582.77,1390.21,14.62,21.59,553.49,2387.98,9051.99,1.3,47.11,521.27,2387.98,8141.24,8.3959,0.03,391,2388,100.0,38.98,23.3548,0
77,0.0033,0.0,100.0,518.67,642.26,1588.29,1397.2,14.62,21.58,553.84,2387.96,9045.72,1.3,47.06,522.35,2388.0,8138.13,8.3937,0.03,391,2388,100.0,38.97,23.3885,0
78,0.0018,0.0002,100.0,518.67,641.92,1584.24,1397.28,14.62,21.58,554.0,2387.93,9051.86,1.3,46.95,521.63,2387.94,8132.56,8.4065,0.03,391,2388,100.0,39.04,23.4071,0
79,-0.0001,0.0003,100.0,518.67,641.92,1588.28,1387.65,14.62,21.59,554.21,2388.0,9051.93,1.3,47.31,521.92,2388.01,8134.84,8.3916,0.03,391,2388,100.0,39.05,23.4381,0
80,0.0023,-0.0002,100.0,518.67,641.79,1582.57,1393.72,14.62,21.59,554.86,2387.98,9056.7,1.3,47.18,521.91,2388.0,8137.99,8.3547,0.03,391,2388,100.0,38.92,23.3595,0
81,-0.0001,0.0002,100.0,518.67,642.69,1583.24,1399.83,14.62,21.58,553.35,2387.93,9048.54,1.3,47.2,521.69,2387.99,8135.68,8.355,0.03,391,2388,100.0,38.97,23.3688,0
82,0.0042,0.0005,100.0,518.67,641.91,1573.3,1396.21,14.62,21.59,553.93,2387.96,9046.36,1.3,47.19,522.38,2387.98,8138.44,8.4157,0.03,390,2388,100.0,39.12,23.4536,0
83,-0.0027,0.0004,100.0,518.67,641.59,1581.02,1396.72,14.62,21.58,554.41,2387.98,9047.09,1.3,47.06,521.58,2387.91,8133.61,8.3761,0.03,390,2388,100.0,39.06,23.4182,0
84,-0.0002,-0.0004,100.0,518.67,642.29,1590.43,1393.98,14.62,21.59,553.99,2387.95,9054.04,1.3,47.25,522.11,2387.95,8136.37,8.3653,0.03,393,2388,100.0,39.04,23.4971,0
85,-0.0006,0.0002,100.0,518.67,642.1,1580.54,1395.48,14.62,21.58,553.65,2387.95,9050.95,1.3,47.2,522.49,2388.0,8139.86,8.3286,0.03,392,2388,100.0,39.11,23.4341,0
86,-0.0057,0.0003,100.0,518.67,642.13,1581.35,1396.64,14.62,21.59,554.43,2388.06,9050.0,1.3,47.09,522.02,2388.01,8138.5,8.3636,0.03,390,2388,100.0,38.97,23.4868,0
87,0.0035,0.0,100.0,518.67,641.56,1586.0,1392.6,14.62,21.58,554.85,2387.98,9058.04,1.3,47.35,522.47,2387.91,8131.25,8.3973,0.03,391,2388,100.0,39.03,23.4367,0
88,0.0002,-0.0001,100.0,518.67,641.98,1586.26,1399.27,14.62,21.58,553.94,2388.02,9053.24,1.3,47.38,521.84,2387.98,8135.51,8.3795,0.03,392,2388,100.0,38.96,23.4496,0
89,-0.002,0.0001,100.0,518.67,642.17,1580.41,1396.55,14.62,21.58,553.74,2388.01,9053.58,1.3,47.07,522.2,2387.97,8134.23,8.3994,0.03,392,2388,100.0,38.85,23.4462,0
90,-0.002,0.0002,100.0,518.67,642.12,1583.59,1387.74,14.62,21.58,553.82,2387.99,9049.65,1.3,46.96,521.78,2387.99,8134.37,8.3613,0.03,390,2388,100.0,39.08,23.4605,0
91,0.0028,0.0003,100.0,518.67,642.34,1584.34,1391.38,14.62,21.59,554.29,2388.02,9047.16,1.3,46.95,522.37,2388.03,8133.62,8.3541,0.03,392,2388,100.0,38.83,23.4534,0
